,Page_id,Page_Name,Visual_ID,Visualization,Title
44,ReportSectionaf0a35f32177070e5614,Return on Investment,2bc557826ac620ce4639,card,Card
45,ReportSectionaf0a35f32177070e5614,Return on Investment,769f10b9a1e29a389885,barChart,ROI by Product
46,ReportSectionaf0a35f32177070e5614,Return on Investment,42f96cb70b3703e50377,map,ROI by State
47,ReportSectionaf0a35f32177070e5614,Return on Investment,b912d093940d97507ca6,gauge,Return on Investment (ROI)
48,ReportSectionaf0a35f32177070e5614,Return on Investment,b0e14884d5502e0038b1,lineStackedColumnComboChart,Sales and ROI Over Time
49,ReportSectionaf0a35f32177070e5614,Return on Investment,83efef8e63ee06c9615e,barChart,ROI by Product
50,ReportSectionaf0a35f32177070e5614,Return on Investment,60a0d2e43199c5c1c2ac,map,ROI by State
51,ReportSectionaf0a35f32177070e5614,Return on Investment,e8fa5953ab7d8a9cb999,gauge,Return on Investment (ROI)
52,ReportSectionaf0a35f32177070e5614,Return on Investment,22d233e1510db7d1c3a4,barChart,% Units Market Share R12M and % Units Market Share by Month
53,ReportSectionaf0a35f32177070e5614,Return on Investment,7431bd1ddf78313f3a1b,image,Image
54,ReportSectionaf0a35f32177070e5614,Return on Investment,VisualContainer6,lineStackedColumnComboChart,Sales and ROI Over Time
55,ReportSectionaf0a35f32177070e5614,Return on Investment,VisualContainer3,lineChart,% Units Market Share R12M and % Units Market Share by Month
56,ReportSectionaf0a35f32177070e5614,Return on Investment,VisualContainer1,clusteredColumnChart,"Total Units by Year, Month and isVanArsdel"
